1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100
18 82 75 52 77 57 24 80 93 8 81 21 60 96 90 28 69 61 66 89 7 10 58 1 67 31 37 78 76 23 3 36 15 63 42 100 68 48 95 35 84 70 27 39 59 86 32 2 22 45 99 41 43 47 71 54 94 17 51 9 40 33 5 50 13 20 85 91 11 55 6 46 92 83 30 34 56 38 88 26 14 4 72 65 16 49 19 12 53 62 79 73 98 87 29 25 64 97 44 74
65 89 39 2 44 84 59 24 48 19 18 17 70 21 50 53 79 54 72 30 57 10 61 33 38 37 31 75 1 90 13 42 60 11 68 71 91 63 94 97 83 98 26 76 99 28 45 20 3 85 41 67 58 52 43 92 5 6 96 69 56 29 86 73 81 95 36 47 12 46 14 87 88 100 34 40 9 32 15 22 35 64 25 66 49 55 93 62 16 4 74 7 80 27 77 82 23 78 8 51
53 44 39 93 25 48 1 32 80 31 22 45 96 46 27 95 100 73 56 94 41 60 97 38 15 20 14 87 83 13 69 4 12 71 91 26 59 10 19 28 2 75 21 74 68 6 78 37 18 50 23 86 65 85 16 34 55 67 49 98 42 52 63 30 76 54 82 99 62 58 17 8 24 90 81 61 77 70 40 79 3 88 11 5 64 92 51 35 84 36 9 89 29 72 57 47 43 66 7 33
83 29 18 63 89 19 43 94 81 46 91 62 58 15 57 41 14 7 23 69 76 61 56 93 98 3 53 51 28 49 42 85 5 25 88 99 24 74 10 65 37 70 79 68 84 59 78 90 4 8 47 21 35 72 30 82 48 55 95 96 13 77 17 11 40 27 22 73 92 66 86 50 54 6 12 97 2 20 45 87 52 36 34 80 33 71 60 67 9 38 1 64 44 31 75 32 100 16 26 39
15 9 21 10 40 13 45 5 74 83 98 6 97 14 69 43 88 8 24 53 72 59 70 94 44 93 58 27 26 32 65 92 84 73 4 34 30 42 50 82 81 3 11 55 77 47 87 67 51 18 89 33 95 35 66 22 39 37 19 57 78 100 80 56 54 2 64 91 79 1 36 75 17 96 28 7 23 29 63 71 31 41 48 46 86 99 68 25 60 52 16 38 76 49 61 62 85 90 12 20
83 40 68 18 23 54 35 17 78 15 91 22 85 25 21 24 37 31 71 62 81 74 94 56 14 49 45 52 1 87 89 50 36 59 84 32 77 64 20 93 8 55 60 63 27 41 97 99 44 90 38 9 6 13 58 65 48 57 76 66 19 42 2 30 82 12 29 34 67 100 11 70 16 47 92 98 3 53 4 61 72 10 96 86 51 46 39 43 73 28 80 33 69 26 75 7 5 95 79 88
14 2 39 66 96 50 28 69 82 74 78 57 87 55 42 3 10 70 99 43 7 60 37 47 100 21 27 11 12 65 22 51 89 48 91 29 38 44 15 33 56 8 86 71 58 9 32 13 84 85 72 19 53 62 4 40 93 88 23 16 17 31 1 35 18 81 59 75 94 46 98 30 26 64 20 90 83 24 6 92 68 49 80 76 73 34 61 41 25 77 63 97 67 5 45 95 36 79 52 54
75 23 59 54 13 67 28 46 42 63 3 65 25 17 48 11 88 77 66 81 39 97 68 27 43 20 90 83 87 79 35 64 32 52 82 71 41 62 86 57 40 70 76 99 6 34 56 15 47 74 53 61 37 38 5 21 93 19 69 22 92 44 33 55 58 84 31 73 89 12 50 94 4 29 96 80 45 9 18 85 7 60 49 10 8 26 51 95 14 1 91 98 16 24 30 100 2 72 78 36
75 38 25 1 55 78 5 92 36 3 70 56 58 77 48 44 16 46 12 53 15 2 19 22 73 85 66 26 99 91 7 63 31 50 51 39 43 32 33 13 40 59 6 87 10 62 61 34 20 24 9 90 29 81 8 94 97 49 35 28 14 88 54 42 80 93 69 18 27 96 41 83 23 67 37 95 100 45 47 98 30 11 64 17 74 65 89 86 57 68 76 60 71 79 72 52 21 84 4 82
84 33 51 68 77 85 97 22 16 9 45 60 56 23 69 80 89 53 17 82 91 46 72 70 18 5 59 48 20 61 74 37 6 83 19 11 92 14 81 39 40 98 28 78 52 34 50 88 66 13 41 25 1 35 32 27 65 96 87 3 29 95 58 86 49 76 7 4 26 47 43 55 75 30 42 38 71 57 73 63 64 44 90 54 94 36 93 12 99 100 62 79 24 31 10 21 8 2 15 67
1 90 46 32 68 31 84 37 25 77 47 87 73 76 88 65 39 13 61 22 26 63 82 34 42 54 91 85 94 75 20 7 97 36 30 72 17 8 41 64 60 80 59 10 35 4 9 62 43 38 51 98 18 40 78 66 83 29 50 14 74 49 53 89 79 2 28 86 99 12 3 5 58 92 71 56 55 27 15 57 45 11 52 21 81 100 48 93 24 6 96 16 70 19 23 67 95 33 69 44
31 46 43 2 86 70 13 57 94 4 45 22 7 54 20 78 60 93 40 79 69 28 35 14 74 17 52 21 38 24 61 84 75 30 36 29 77 92 64 37 16 97 15 25 48 72 33 42 89 26 80 71 76 39 3 81 98 99 10 8 47 9 41 1 19 96 68 55 62 23 85 73 32 11 63 12 65 49 18 82 51 66 83 67 88 44 5 90 100 56 91 27 34 95 50 87 59 6 53 58
23 24 50 86 45 55 73 29 10 37 90 51 98 49 84 59 25 39 35 95 48 28 97 66 27 40 100 87 30 52 7 99 56 69 64 15 47 60 26 79 14 36 53 41 4 92 61 2 91 32 13 89 96 72 65 6 68 18 54 80 67 62 76 82 85 3 9 16 22 17 34 70 42 94 43 20 1 21 19 44 71 75 83 58 38 88 11 12 33 57 93 81 8 63 77 74 31 5 78 46
33 40 10 44 81 50 94 65 67 87 6 74 66 20 62 19 63 85 60 39 88 2 99 84 36 55 18 68 1 30 83 24 69 7 41 98 25 21 14 11 12 47 92 61 16 9 80 28 70 38 27 71 76 51 90 57 8 22 5 46 73 34 13 64 97 82 78 86 23 32 42 29 49 48 53 100 3 4 17 89 91 93 56 52 45 26 15 37 95 79 59 72 35 75 31 58 77 43 96 54
5 84 14 16 21 55 48 68 44 81 46 70 43 4 38 97 49 75 61 89 64 25 72 32 98 58 41 13 100 93 40 42 33 87 17 80 27 34 29 60 3 10 26 67 95 47 1 71 19 92 20 9 90 22 35 63 76 79 91 77 53 94 83 7 73 56 39 66 12 51 45 28 18 88 59 65 31 99 96 30 82 36 62 85 37 11 23 6 52 54 69 24 15 57 74 50 8 2 78 86
39 38 57 70 48 73 35 44 22 42 24 27 8 78 89 20 1 50 56 100 87 58 43 6 94 82 34 29 40 49 26 68 41 37 53 96 54 74 77 99 61 81 13 11 71 46 52 15 16 9 75 47 12 66 30 97 67 85 69 84 36 72 93 2 86 45 62 14 4 7 19 65 91 64 88 28 3 55 21 18 80 98 92 10 23 76 25 5 83 60 79 90 59 32 63 17 31 95 33 51
20 51 16 38 28 42 46 26 77 25 74 60 61 100 39 31 7 62 54 57 91 50 43 80 97 79 88 72 32 90 1 13 27 24 55 10 12 37 6 82 48 66 3 45 59 65 47 9 64 11 85 49 21 52 56 73 71 92 17 89 78 34 94 18 36 58 44 14 99 33 15 4 53 84 93 35 68 98 86 19 83 76 87 8 5 63 75 23 96 22 2 95 30 67 81 69 40 41 70 29
73 68 12 15 100 18 90 43 82 86 63 91 19 6 8 95 51 69 62 38 39 94 74 60 11 24 40 47 57 17 44 45 35 33 23 67 93 61 21 70 97 76 49 65 36 85 30 42 27 98 72 37 53 75 1 84 16 59 80 2 81 56 66 77 41 20 92 78 3 22 87 26 48 96 13 29 54 99 5 79 64 58 34 7 4 10 25 46 89 83 31 50 55 9 88 52 71 28 14 32
36 92 30 54 81 70 38 6 33 94 23 76 85 44 84 45 7 29 15 60 3 90 19 16 35 41 26 91 64 59 58 47 63 48 8 68 89 18 12 1 80 83 9 55 4 57 99 87 52 100 66 95 11 43 24 93 74 72 96 62 78 21 46 5 28 56 20 40 86 32 14 97 69 17 25 10 31 71 73 27 51 79 65 61 22 77 49 82 50 39 67 37 42 34 75 13 53 2 98 88
43 30 39 80 90 6 76 63 20 12 89 92 87 23 72 3 5 27 53 14 62 70 33 40 4 91 99 61 24 94 49 11 95 19 83 8 36 50 42 96 48 68 64 21 1 25 58 45 71 34 84 17 65 100 9 60 79 41 81 31 67 93 18 97 22 82 38 13 26 10 66 29 51 69 59 77 35 15 55 7 85 2 46 47 57 86 54 56 74 78 44 52 88 98 28 75 73 37 16 32
18 75 52 8 53 100 74 54 93 42 86 49 66 41 27 63 99 68 96 21 56 77 88 61 15 48 95 79 36 55 2 30 91 64 51 78 39 94 25 28 59 7 17 22 24 45 81 69 31 40 80 71 34 3 83 57 60 58 4 23 14 12 76 70 89 38 20 43 16 19 5 13 98 62 26 11 33 82 32 47 65 87 72 90 10 97 85 6 46 67 92 44 9 73 35 29 84 1 37 50
84 24 31 55 36 6 61 7 68 63 27 47 11 14 87 77 92 95 4 100 21 19 79 29 78 76 57 20 9 97 88 3 33 74 37 64 13 23 86 75 35 39 46 12 73 49 51 48 89 40 26 22 5 44 42 62 71 65 82 94 58 70 28 96 34 8 17 66 32 30 93 69 90 38 99 85 53 45 18 98 16 83 81 80 15 60 10 43 52 54 91 1 50 59 67 72 2 56 25 41
70 2 78 77 19 65 86 73 81 8 56 67 76 94 79 48 32 57 71 90 53 97 23 7 85 10 27 80 96 98 62 16 17 35 28 55 18 40 29 24 1 75 64 36 66 91 51 59 21 33 68 42 4 58 44 52 45 95 87 34 15 99 46 69 37 47 25 92 39 61 26 60 82 43 9 3 31 63 20 100 84 30 13 14 41 54 89 83 50 6 11 49 12 38 93 5 74 72 22 88
15 21 75 53 63 81 72 24 98 2 82 20 28 50 99 86 78 59 100 97 57 77 67 27 36 65 8 95 3 17 32 34 18 60 88 19 71 84 42 26 89 9 46 79 70 90 47 62 68 22 1 10 61 48 85 41 13 94 12 16 76 5 49 44 35 25 91 33 45 83 52 74 31 29 30 80 69 58 38 73 7 43 66 6 87 96 54 4 93 37 55 14 92 56 40 23 39 51 11 64
84 75 53 36 91 47 78 30 49 70 93 1 38 74 43 58 86 99 16 60 54 83 26 29 85 33 80 25 31 48 97 41 92 2 66 11 76 22 7 35 14 6 15 3 67 90 37 45 34 40 87 23 98 64 28 61 95 100 81 62 88 94 4 63 18 69 44 24 32 8 10 46 57 17 56 21 13 39 55 59 73 72 42 20 71 12 89 96 9 82 50 68 27 65 19 5 51 79 77 52
50 67 43 76 40 10 39 95 48 84 6 2 26 11 54 92 16 27 7 79 73 74 66 65 37 23 80 52 89 57 58 100 88 59 87 4 86 72 22 33 63 93 56 21 83 18 25 91 97 51 96 94 44 77 69 14 47 12 99 13 1 35 29 81 61 24 68 32 90 60 75 55 31 85 9 30 28 20 71 46 82 15 17 49 3 45 70 42 41 78 98 36 19 62 64 53 5 38 34 8
32 62 60 8 86 92 81 12 61 95 33 30 93 70 28 58 77 1 42 13 100 16 40 17 79 73 76 27 89 84 55 71 75 14 72 4 9 36 50 35 59 66 34 49 48 54 11 20 22 56 96 38 57 83 85 91 31 64 94 41 51 43 63 44 68 45 2 21 82 19 3 6 65 25 99 74 80 18 47 39 10 23 78 46 52 97 7 69 24 29 88 90 37 87 26 15 67 98 5 53
80 77 6 20 39 11 15 4 47 82 81 68 34 49 57 76 8 66 95 21 62 12 18 17 89 23 30 29 63 97 3 100 67 22 56 27 64 83 99 33 28 2 91 42 41 46 61 32 90 74 98 35 70 26 45 59 92 40 53 25 96 48 7 54 44 75 9 37 16 5 38 78 88 10 31 36 85 1 84 65 94 73 50 14 72 79 58 51 69 24 19 93 55 60 13 87 86 71 43 52
67 86 21 29 91 23 50 70 82 60 85 80 61 68 12 17 40 36 100 56 71 8 52 16 77 75 72 31 93 11 32 38 87 41 22 81 59 43 74 54 35 79 98 96 69 94 55 6 33 64 99 9 89 62 83 90 37 48 95 53 65 66 25 27 39 76 5 47 45 34 97 49 3 18 58 73 51 1 26 24 78 28 13 92 57 84 42 15 20 63 2 10 4 7 14 19 88 46 44 30
65 64 10 95 92 69 94 68 76 13 52 78 67 79 59 40 100 53 26 62 41 9 83 91 49 44 82 16 36 85 29 56 90 72 28 21 54 87 55 20 98 60 97 8 38 19 48 99 15 35 61 11 88 70 1 73 81 80 93 77 5 12 33 2 3 84 58 24 17 86 32 22 30 47 51 63 25 14 45 89 43 75 46 6 39 74 50 27 66 71 42 37 23 96 4 18 31 34 57 7
87 6 52 39 75 31 51 94 33 28 59 8 16 22 99 97 42 43 82 47 54 3 73 67 83 29 85 78 11 5 34 41 44 1 63 86 26 93 40 7 61 80 46 76 15 74 21 62 92 37 45 77 14 57 32 91 25 71 88 12 66 64 84 55 50 36 30 27 9 48 56 20 18 49 19 100 72 96 4 70 98 10 17 89 79 90 2 58 81 95 24 69 65 13 35 23 53 68 38 60
65 18 85 28 12 10 96 78 77 59 75 61 51 81 19 25 76 60 9 68 63 3 37 69 82 90 36 80 97 4 32 11 49 38 83 47 41 14 22 100 45 72 27 54 31 33 86 13 50 53 66 34 87 15 99 84 52 24 8 35 42 74 48 7 70 30 58 23 94 92 29 95 1 26 67 39 98 5 93 64 57 79 88 6 89 56 16 20 62 71 44 46 43 91 21 2 73 17 55 40
93 51 19 25 74 8 100 55 87 12 62 58 59 57 5 1 70 39 30 84 89 3 48 32 20 2 6 56 33 29 37 34 52 60 46 73 85 45 15 18 96 7 76 36 71 67 9 21 99 86 26 16 97 22 82 66 13 41 92 42 53 95 14 90 11 49 24 27 81 54 69 77 47 10 35 43 83 80 17 40 88 68 98 65 50 91 78 94 75 79 64 4 38 72 61 23 44 63 28 31
30 35 100 49 13 45 1 89 95 67 8 19 48 76 90 78 44 36 77 65 17 33 61 27 93 83 94 97 32 57 53 26 82 46 12 56 80 10 9 86 20 87 51 66 40 25 69 18 58 91 41 34 4 85 23 71 22 68 6 47 43 72 39 81 15 96 64 75 52 92 21 5 24 59 79 29 2 38 84 14 99 3 31 88 7 98 37 42 50 70 55 73 62 54 74 60 28 63 16 11
26 45 24 85 28 69 82 98 96 10 21 74 55 61 90 53 51 23 66 100 64 88 13 47 52 7 91 29 80 42 89 78 19 56 65 9 75 62 1 48 59 83 8 71 3 73 16 86 34 84 46 99 79 33 41 15 50 2 38 18 36 81 95 60 58 43 27 54 6 87 40 63 12 39 4 93 97 30 77 35 70 11 67 32 44 94 25 31 17 72 76 92 20 5 57 22 14 37 49 68
34 43 14 77 52 60 81 75 32 94 41 26 65 91 89 1 69 36 37 4 35 74 42 5 24 20 66 61 33 29 49 28 57 98 22 40 13 90 18 6 62 76 38 30 31 44 63 84 9 51 8 7 80 46 12 83 99 68 82 23 58 87 16 48 71 27 70 92 79 73 88 67 86 19 2 78 11 100 15 64 47 45 17 54 93 3 39 25 10 50 72 96 85 95 55 97 53 59 21 56
5 38 17 82 96 16 81 40 85 15 56 69 39 11 53 73 23 45 66 74 52 20 70 26 76 14 41 97 64 47 95 18 89 86 54 25 49 4 62 67 55 35 90 32 78 98 21 63 8 65 88 71 91 79 1 7 10 28 22 93 12 19 37 13 43 34 87 57 30 50 77 42 46 36 92 44 80 100 60 27 75 99 83 48 29 6 72 94 9 31 84 24 2 59 3 33 51 61 68 58
93 65 88 57 91 71 15 34 66 29 89 37 22 32 68 44 46 10 26 21 99 5 3 9 43 62 86 90 72 51 82 60 95 30 67 56 6 24 76 70 59 83 75 31 16 25 96 55 53 87 73 85 33 38 49 79 41 92 58 52 61 39 11 64 69 63 50 47 4 35 20 45 8 12 1 78 94 81 27 28 14 98 100 84 17 19 42 77 23 97 48 54 74 18 7 13 2 36 40 80
9 74 32 1 55 98 22 92 26 75 67 17 29 24 70 80 51 15 68 64 78 5 46 12 81 19 53 48 34 35 18 27 69 88 79 16 66 13 37 89 85 61 90 72 93 76 95 83 58 91 77 31 33 47 20 87 6 94 30 43 8 82 39 86 3 11 60 56 10 45 40 62 49 65 84 100 73 50 57 4 38 71 25 63 7 42 2 23 28 36 52 21 14 59 96 99 44 41 97 54
95 94 31 5 15 55 7 14 44 39 59 35 74 24 75 23 61 51 97 96 32 4 78 37 82 90 47 58 49 56 21 70 60 99 38 63 22 62 86 71 76 41 17 69 45 85 34 1 19 26 100 65 8 52 20 87 9 53 36 29 40 67 80 50 79 73 72 13 27 88 91 42 30 83 2 81 28 33 48 93 46 77 57 66 11 54 12 89 98 68 16 84 92 43 18 6 64 25 3 10
51 85 56 7 54 94 26 13 83 22 33 63 36 42 68 58 48 11 5 4 59 61 23 49 93 10 37 96 3 35 69 21 53 60 77 86 30 8 98 70 97 27 79 81 87 55 66 90 6 84 62 39 82 95 45 14 100 65 25 19 16 73 75 46 52 76 24 9 18 89 67 47 2 88 15 1 72 74 71 40 31 20 12 32 64 43 38 78 50 99 29 17 91 28 80 92 34 44 57 41
3 51 47 48 69 5 80 76 30 56 93 17 52 15 37 8 72 82 88 26 22 57 40 25 62 10 33 90 44 50 60 29 79 54 35 21 6 34 84 81 70 13 58 42 95 11 75 61 31 87 59 100 9 97 73 85 83 77 55 27 19 39 32 36 7 1 92 49 66 53 18 67 2 71 89 74 24 41 68 46 43 38 16 28 20 86 91 94 4 99 45 65 23 14 12 96 63 78 64 98
91 65 2 68 18 73 66 93 12 31 46 11 79 43 77 95 55 57 81 53 30 44 71 85 54 74 56 94 20 14 62 92 70 9 76 89 36 58 29 35 63 51 21 19 32 24 22 7 83 100 3 39 45 10 88 64 86 40 67 42 15 5 87 38 17 72 96 50 33 84 80 23 16 26 61 75 37 4 97 8 78 99 41 1 13 60 48 90 69 98 34 47 28 49 52 82 59 6 27 25
25 24 21 18 50 20 92 68 36 86 17 88 27 75 7 10 32 96 61 67 14 48 26 72 70 8 33 65 30 83 52 63 38 90 4 44 9 46 79 15 31 13 59 56 76 29 69 97 99 66 34 40 80 89 54 98 5 55 16 41 87 1 84 58 93 22 94 91 62 2 47 71 51 82 23 85 42 100 73 37 12 77 64 95 81 49 3 45 28 60 78 39 74 11 53 35 57 6 19 43
72 32 43 38 8 49 56 37 3 66 57 77 15 89 59 86 44 6 20 48 84 88 99 82 78 83 33 41 50 87 30 92 7 31 94 10 39 93 47 53 74 29 23 13 58 34 9 71 17 55 26 18 85 91 81 90 75 25 69 100 63 21 65 97 40 52 67 62 73 51 96 36 76 70 24 80 95 45 16 4 42 98 54 27 22 79 68 14 12 61 19 2 46 28 5 60 35 64 1 11
5 93 23 28 64 44 57 13 43 100 22 87 34 40 54 2 83 36 59 30 42 72 17 74 82 96 95 75 50 29 77 37 39 25 52 56 27 38 70 41 94 51 53 14 12 88 90 20 45 60 68 80 33 76 6 24 97 73 11 99 31 4 48 19 8 84 81 1 61 49 67 91 92 47 85 3 7 62 26 89 79 10 65 18 32 78 63 15 86 21 55 46 35 9 66 58 71 16 98 69
35 8 54 29 84 89 18 14 62 5 27 26 80 87 44 10 52 12 53 45 67 83 74 37 59 23 85 100 1 90 93 56 57 82 78 33 20 77 75 9 51 39 86 66 21 68 61 95 34 17 3 28 99 94 48 41 98 25 4 47 55 64 2 42 63 7 24 46 22 11 58 16 6 70 32 36 71 13 72 31 38 88 65 91 92 60 79 30 49 97 69 73 40 43 15 96 50 19 76 81
35 42 62 47 22 95 77 3 73 16 41 44 71 1 81 8 37 2 83 63 23 11 51 90 20 65 58 17 79 29 59 61 46 36 33 39 66 100 38 87 31 10 74 28 91 45 89 5 50 34 84 32 13 12 76 64 49 9 15 30 18 68 25 82 52 72 21 75 43 54 96 55 78 93 85 4 99 14 40 97 70 26 94 27 92 88 7 24 86 60 19 6 48 53 69 80 56 98 57 67
62 85 2 8 64 50 79 74 69 98 41 91 57 63 14 43 1 27 99 52 100 47 55 51 48 53 56 87 31 26 37 22 90 24 70 92 54 58 97 38 68 93 7 77 3 10 9 80 30 60 45 61 84 89 42 32 71 49 96 29 18 28 6 65 35 5 95 11 66 75 23 15 4 82 67 13 81 73 44 12 88 94 36 78 83 33 21 86 76 19 17 34 59 40 16 72 39 46 25 20
14 17 49 92 26 62 4 27 29 63 1 89 81 95 86 16 53 8 30 23 40 90 11 21 38 25 35 3 75 100 61 20 33 68 45 71 66 97 34 2 6 55 36 47 82 80 73 41 72 58 91 76 39 43 5 79 44 67 31 22 85 88 93 83 12 57 96 48 78 9 60 50 46 7 59 13 51 10 74 99 70 98 42 69 15 24 56 28 54 19 94 65 32 52 37 18 64 77 84 87
6 57 77 4 2 91 93 28 99 94 9 3 61 27 50 32 84 38 95 41 8 58 53 11 73 14 64 96 75 62 47 76 85 80 51 1 49 86 17 90 78 37 30 20 13 69 25 66 45 72 18 29 88 100 55 39 92 56 35 42 7 63 46 15 97 59 68 5 23 70 21 31 36 81 26 98 12 74 79 19 33 83 22 65 10 16 87 43 24 67 82 48 34 52 60 89 71 54 40 44
48 60 46 13 38 65 8 70 72 17 59 81 79 30 28 52 80 35 14 91 68 85 84 90 47 83 89 41 5 16 2 71 99 24 61 40 7 67 96 87 42 45 49 20 93 75 43 25 15 12 76 37 32 97 26 51 19 56 69 78 10 22 11 88 62 57 33 94 66 95 27 3 36 6 58 54 44 23 31 50 55 74 64 82 53 63 73 21 9 18 100 98 34 4 29 39 86 77 1 92
11 90 87 41 1 78 62 82 6 71 23 24 14 58 70 86 8 56 80 27 40 7 9 68 21 37 42 46 45 66 98 99 96 20 61 92 10 72 85 26 65 17 36 35 49 28 15 4 29 2 81 52 31 30 34 93 69 48 39 43 5 33 44 32 67 73 50 75 77 38 59 3 55 83 95 94 25 89 54 97 88 57 100 74 18 79 91 60 51 63 84 76 22 16 12 64 19 13 47 53
65 30 31 96 66 62 39 57 76 98 9 85 38 33 87 92 78 5 19 13 55 24 40 2 28 21 45 20 81 15 47 25 84 43 97 61 36 52 32 94 88 34 86 54 64 73 49 27 23 51 75 35 77 91 44 53 79 70 17 67 26 10 72 18 99 71 56 83 8 3 95 89 6 37 80 14 7 93 22 12 82 60 63 69 46 48 50 4 74 90 41 68 100 29 58 42 16 11 59 1
67 3 57 31 75 2 45 40 50 22 37 92 91 95 64 4 76 24 6 81 1 44 73 77 21 26 34 19 23 58 28 61 41 38 84 17 32 49 97 13 27 65 96 5 56 8 60 11 15 72 12 33 74 51 16 99 90 29 70 82 35 89 71 68 98 78 25 39 48 93 83 86 10 42 59 46 18 62 9 85 79 100 94 43 47 54 14 80 30 88 52 20 53 69 63 36 66 7 55 87
45 36 47 9 97 41 70 85 65 60 3 73 17 55 44 8 26 42 35 12 59 30 5 80 72 38 58 56 54 37 2 20 99 95 1 82 25 64 49 100 48 86 22 52 33 11 76 89 13 28 16 61 27 21 15 88 31 4 93 66 51 71 7 6 50 83 67 18 68 43 90 74 39 78 34 40 10 14 32 94 91 19 57 77 62 23 87 84 53 75 98 29 63 46 96 24 92 69 81 79
30 25 4 81 3 80 16 95 47 52 8 88 75 59 37 2 34 27 50 7 21 96 28 31 61 91 12 15 35 48 45 20 100 98 5 92 39 29 94 82 65 83 99 87 69 43 63 55 44 11 36 93 73 77 26 18 51 76 41 22 42 79 57 89 6 71 54 64 49 24 58 46 38 90 70 1 40 23 32 60 67 53 85 97 9 84 19 78 86 62 10 17 66 56 74 13 68 72 33 14
87 26 61 24 23 52 9 38 53 79 60 99 22 42 14 10 70 48 93 15 82 7 11 97 44 20 33 95 65 88 3 39 74 43 16 28 77 89 71 8 83 62 96 66 94 86 91 67 69 46 1 63 37 12 85 75 64 59 56 81 80 21 78 47 35 27 100 29 13 57 50 98 92 72 19 54 34 45 36 32 40 4 58 18 90 31 6 25 30 84 76 55 17 51 2 41 68 5 49 73
76 30 40 12 59 25 52 23 38 81 53 85 28 47 15 87 51 89 46 42 11 70 36 16 98 50 80 75 8 29 7 56 73 72 88 22 33 31 69 32 99 97 14 17 24 20 84 3 58 63 92 66 26 18 90 13 4 54 2 93 34 74 86 78 100 45 91 1 6 71 57 39 79 35 21 49 82 27 5 95 62 68 61 60 64 9 48 41 19 44 83 37 65 55 96 94 43 67 10 77
38 50 71 32 80 20 24 98 95 94 77 40 49 26 83 85 48 87 73 18 88 29 3 39 64 72 11 90 1 68 23 2 15 30 70 55 34 16 86 78 36 44 53 14 93 59 62 22 58 91 99 19 67 82 35 65 76 57 96 5 97 79 51 10 43 89 9 27 100 60 74 28 6 42 75 8 31 61 7 69 52 21 56 37 17 13 41 92 12 66 33 46 4 25 47 45 84 54 81 63
73 1 62 63 53 86 17 82 14 78 71 20 85 16 49 77 12 3 67 50 96 92 21 81 46 88 38 84 80 79 68 83 74 61 37 2 90 56 99 6 35 97 18 57 66 9 27 51 47 65 58 22 10 70 54 13 40 39 26 31 33 36 64 76 29 24 8 7 43 30 89 15 52 55 34 48 44 95 41 4 19 5 42 87 28 75 25 91 69 11 23 98 32 45 100 94 72 93 60 59
98 90 49 55 19 18 76 94 60 28 12 77 38 73 3 17 21 1 84 67 78 41 83 97 93 50 61 16 86 54 6 56 69 95 88 99 100 23 2 82 59 53 35 45 63 43 5 64 10 46 40 71 31 11 14 72 58 22 37 44 32 52 27 81 87 15 48 8 96 80 79 68 36 65 30 57 75 20 51 91 92 34 29 39 74 7 9 89 26 42 33 25 62 24 4 85 13 70 66 47
43 31 73 89 55 2 16 27 26 18 8 25 75 67 60 74 17 51 94 80 54 66 1 3 32 41 24 61 65 91 76 88 10 7 96 82 86 12 93 5 99 19 53 50 29 62 87 68 92 34 77 47 78 84 48 22 58 20 81 100 38 95 52 28 42 37 97 69 71 98 90 49 79 56 83 45 21 57 70 13 4 72 59 35 30 6 9 40 15 11 85 36 44 23 46 64 14 33 39 63
14 75 88 16 42 48 31 22 54 82 49 43 7 17 33 6 68 38 60 20 85 50 45 78 39 73 2 59 99 28 19 70 5 77 55 37 36 100 69 86 15 53 58 57 18 83 84 21 11 51 9 98 94 72 90 65 44 93 30 10 34 74 8 61 62 67 13 52 41 76 3 95 25 35 32 81 79 66 1 12 47 96 29 91 87 24 4 80 89 71 92 64 23 46 56 63 40 97 27 26
45 39 91 53 6 70 25 7 46 54 58 29 4 38 31 56 67 11 73 81 64 13 86 96 12 18 75 93 36 35 20 32 79 8 21 66 94 88 40 52 89 78 62 72 19 74 60 34 14 68 37 57 44 15 95 26 24 5 16 22 30 50 1 85 9 71 77 98 76 42 10 48 41 23 49 84 51 17 99 97 43 3 61 65 100 28 33 59 83 63 27 92 82 90 55 80 87 2 69 47
23 13 62 87 49 88 42 98 28 19 53 74 12 29 70 2 68 7 76 82 64 11 21 96 60 20 61 15 89 67 97 99 77 16 66 95 4 84 59 72 33 43 14 30 86 100 34 41 56 8 31 73 83 55 69 48 46 45 54 5 18 6 38 22 35 81 10 1 9 51 90 58 36 26 57 80 63 3 17 24 85 37 32 93 91 71 65 25 94 79 27 75 78 47 39 44 40 50 92 52
24 16 10 86 47 39 42 89 9 30 91 1 68 17 22 92 63 54 81 15 18 3 48 35 19 90 43 31 20 97 25 52 7 28 67 32 37 73 99 69 41 5 98 29 55 87 58 74 85 4 12 70 36 56 44 93 75 49 88 14 51 100 26 8 38 11 57 83 27 33 46 50 45 61 62 13 59 76 21 71 72 6 79 23 96 80 64 60 66 82 65 95 84 34 77 2 94 40 78 53
57 97 26 5 98 38 41 36 66 89 39 63 86 60 4 65 24 22 48 40 73 64 16 49 54 92 70 44 42 7 76 47 95 1 82 58 21 55 9 13 100 91 51 94 43 20 72 77 80 18 35 68 62 74 59 99 37 25 3 50 75 19 12 8 11 29 93 33 15 81 71 84 17 31 34 88 52 28 87 83 45 90 46 2 10 14 32 6 30 85 56 53 27 96 78 67 79 23 69 61
99 56 50 12 23 63 74 88 15 45 25 95 2 36 47 78 94 91 35 16 61 93 98 92 39 19 9 77 67 21 66 1 38 48 18 5 29 75 80 90 3 14 26 82 49 11 58 79 84 89 53 27 68 46 33 6 57 28 65 85 37 73 87 62 71 31 44 81 40 13 60 7 32 54 42 97 41 17 86 8 4 96 64 69 70 22 55 34 83 20 52 43 10 76 100 24 51 30 59 72
